idx,exact_offsets,exact_offset_count,candidate_offsets,input_shape
39,"1,6",1,"{""nz_bbox_tl"": [1, 0], ""mode_color_bbox_tl"": [1, 0], ""mode_color_centered"": [3, 3], ""least_color_bbox_tl"": [1, 0], ""least_color_centered"": [3, 3], ""color8_bbox_tl"": [1, 0], ""color8_centered"": [3, 2], ""comp_size_desc_tl"": [1, 6], ""comp_size_desc_clamped"": [1, 6], ""comp_area_desc_tl"": [1, 6], ""comp_area_desc_clamped"": [1, 6], ""comp_r0_asc_tl"": [1, 1], ""comp_r0_asc_clamped"": [1, 1], ""comp_c0_asc_tl"": [5, 0], ""comp_c0_asc_clamped"": [5, 0], ""comp_color_asc_tl"": [1, 6], ""comp_color_asc_clamped"": [1, 6]}",9x9
40,"5,5",1,"{""nz_bbox_tl"": [0, 0], ""mode_color_bbox_tl"": [0, 0], ""mode_color_centered"": [3, 2], ""least_color_bbox_tl"": [0, 1], ""least_color_centered"": [3, 4], ""color8_bbox_tl"": [0, 0], ""color8_centered"": [3, 2], ""comp_size_desc_tl"": [6, 0], ""comp_size_desc_clamped"": [6, 0], ""comp_area_desc_tl"": [2, 1], ""comp_area_desc_clamped"": [2, 1], ""comp_r0_asc_tl"": [0, 5], ""comp_r0_asc_clamped"": [0, 5], ""comp_c0_asc_tl"": [6, 0], ""comp_c0_asc_clamped"": [6, 0], ""comp_color_asc_tl"": [0, 5], ""comp_color_asc_clamped"": [0, 5]}",9x9
41,"2,0",1,"{""nz_bbox_tl"": [2, 0], ""mode_color_bbox_tl"": [2, 0], ""mode_color_centered"": [4, 3], ""least_color_bbox_tl"": [2, 0], ""least_color_centered"": [3, 2], ""color8_bbox_tl"": [2, 0], ""color8_centered"": [4, 3], ""comp_size_desc_tl"": [6, 6], ""comp_size_desc_clamped"": [6, 6], ""comp_area_desc_tl"": [6, 0], ""comp_area_desc_clamped"": [6, 0], ""comp_r0_asc_tl"": [2, 0], ""comp_r0_asc_clamped"": [2, 0], ""comp_c0_asc_tl"": [2, 0], ""comp_c0_asc_clamped"": [2, 0], ""comp_color_asc_tl"": [2, 1], ""comp_color_asc_clamped"": [2, 1]}",9x9
42,"0,2",1,"{""nz_bbox_tl"": [0, 0], ""mode_color_bbox_tl"": [0, 0], ""mode_color_centered"": [1, 3], ""least_color_bbox_tl"": [1, 0], ""least_color_centered"": [3, 3], ""color8_bbox_tl"": [1, 0], ""color8_centered"": [3, 3], ""comp_size_desc_tl"": [0, 2], ""comp_size_desc_clamped"": [0, 2], ""comp_area_desc_tl"": [0, 2], ""comp_area_desc_clamped"": [0, 2], ""comp_r0_asc_tl"": [0, 2], ""comp_r0_asc_clamped"": [0, 2], ""comp_c0_asc_tl"": [4, 0], ""comp_c0_asc_clamped"": [4, 0], ""comp_color_asc_tl"": [0, 2], ""comp_color_asc_clamped"": [0, 2]}",9x9
43,"6,5",1,"{""nz_bbox_tl"": [0, 0], ""mode_color_bbox_tl"": [0, 0], ""mode_color_centered"": [3, 4], ""least_color_bbox_tl"": [0, 0], ""least_color_centered"": [2, 2], ""color8_bbox_tl"": [0, 0], ""color8_centered"": [2, 2], ""comp_size_desc_tl"": [6, 5], ""comp_size_desc_clamped"": [6, 5], ""comp_area_desc_tl"": [1, 6], ""comp_area_desc_clamped"": [1, 6], ""comp_r0_asc_tl"": [0, 2], ""comp_r0_asc_clamped"": [0, 2], ""comp_c0_asc_tl"": [4, 0], ""comp_c0_asc_clamped"": [4, 0], ""comp_color_asc_tl"": [0, 3], ""comp_color_asc_clamped"": [0, 3]}",9x9
44,"6,1",1,"{""nz_bbox_tl"": [0, 0], ""mode_color_bbox_tl"": [0, 0], ""mode_color_centered"": [2, 3], ""least_color_bbox_tl"": [0, 1], ""least_color_centered"": [4, 3], ""color8_bbox_tl"": [0, 0], ""color8_centered"": [2, 3], ""comp_size_desc_tl"": [0, 0], ""comp_size_desc_clamped"": [0, 0], ""comp_area_desc_tl"": [6, 1], ""comp_area_desc_clamped"": [6, 1], ""comp_r0_asc_tl"": [0, 0], ""comp_r0_asc_clamped"": [0, 0], ""comp_c0_asc_tl"": [0, 0], ""comp_c0_asc_clamped"": [0, 0], ""comp_color_asc_tl"": [0, 8], ""comp_color_asc_clamped"": [0, 6]}",9x9
45,"6,2",1,"{""nz_bbox_tl"": [0, 0], ""mode_color_bbox_tl"": [0, 0], ""mode_color_centered"": [3, 4], ""least_color_bbox_tl"": [0, 1], ""least_color_centered"": [4, 3], ""color8_bbox_tl"": [0, 0], ""color8_centered"": [3, 4], ""comp_size_desc_tl"": [2, 5], ""comp_size_desc_clamped"": [2, 5], ""comp_area_desc_tl"": [6, 2], ""comp_area_desc_clamped"": [6, 2], ""comp_r0_asc_tl"": [0, 0], ""comp_r0_asc_clamped"": [0, 0], ""comp_c0_asc_tl"": [0, 0], ""comp_c0_asc_clamped"": [0, 0], ""comp_color_asc_tl"": [0, 1], ""comp_color_asc_clamped"": [0, 1]}",9x9
46,"1,0",1,"{""nz_bbox_tl"": [1, 0], ""mode_color_bbox_tl"": [1, 0], ""mode_color_centered"": [4, 3], ""least_color_bbox_tl"": [1, 0], ""least_color_centered"": [2, 2], ""color8_bbox_tl"": [1, 0], ""color8_centered"": [4, 3], ""comp_size_desc_tl"": [1, 0], ""comp_size_desc_clamped"": [1, 0], ""comp_area_desc_tl"": [1, 0], ""comp_area_desc_clamped"": [1, 0], ""comp_r0_asc_tl"": [1, 0], ""comp_r0_asc_clamped"": [1, 0], ""comp_c0_asc_tl"": [1, 0], ""comp_c0_asc_clamped"": [1, 0], ""comp_color_asc_tl"": [1, 0], ""comp_color_asc_clamped"": [1, 0]}",9x9
47,"6,2",1,"{""nz_bbox_tl"": [0, 0], ""mode_color_bbox_tl"": [0, 0], ""mode_color_centered"": [3, 3], ""least_color_bbox_tl"": [1, 3], ""least_color_centered"": [4, 4], ""color8_bbox_tl"": [0, 0], ""color8_centered"": [3, 3], ""comp_size_desc_tl"": [1, 0], ""comp_size_desc_clamped"": [1, 0], ""comp_area_desc_tl"": [0, 5], ""comp_area_desc_clamped"": [0, 5], ""comp_r0_asc_tl"": [0, 5], ""comp_r0_asc_clamped"": [0, 5], ""comp_c0_asc_tl"": [1, 0], ""comp_c0_asc_clamped"": [1, 0], ""comp_color_asc_tl"": [1, 5], ""comp_color_asc_clamped"": [1, 5]}",9x9
48,"4,1",1,"{""nz_bbox_tl"": [0, 0], ""mode_color_bbox_tl"": [0, 0], ""mode_color_centered"": [2, 3], ""least_color_bbox_tl"": [0, 1], ""least_color_centered"": [3, 2], ""color8_bbox_tl"": [0, 0], ""color8_centered"": [2, 3], ""comp_size_desc_tl"": [5, 5], ""comp_size_desc_clamped"": [5, 5], ""comp_area_desc_tl"": [4, 1], ""comp_area_desc_clamped"": [4, 1], ""comp_r0_asc_tl"": [0, 0], ""comp_r0_asc_clamped"": [0, 0], ""comp_c0_asc_tl"": [0, 0], ""comp_c0_asc_clamped"": [0, 0], ""comp_color_asc_tl"": [0, 4], ""comp_color_asc_clamped"": [0, 4]}",9x9
49,"0,6",1,"{""nz_bbox_tl"": [0, 0], ""mode_color_bbox_tl"": [0, 0], ""mode_color_centered"": [2, 4], ""least_color_bbox_tl"": [0, 0], ""least_color_centered"": [2, 4], ""color8_bbox_tl"": [0, 0], ""color8_centered"": [4, 2], ""comp_size_desc_tl"": [0, 6], ""comp_size_desc_clamped"": [0, 6], ""comp_area_desc_tl"": [0, 6], ""comp_area_desc_clamped"": [0, 6], ""comp_r0_asc_tl"": [0, 6], ""comp_r0_asc_clamped"": [0, 6], ""comp_c0_asc_tl"": [2, 0], ""comp_c0_asc_clamped"": [2, 0], ""comp_color_asc_tl"": [0, 6], ""comp_color_asc_clamped"": [0, 6]}",9x9
50,"5,1",1,"{""nz_bbox_tl"": [0, 0], ""mode_color_bbox_tl"": [0, 0], ""mode_color_centered"": [1, 2], ""least_color_bbox_tl"": [1, 1], ""least_color_centered"": [5, 3], ""color8_bbox_tl"": [0, 0], ""color8_centered"": [1, 2], ""comp_size_desc_tl"": [1, 0], ""comp_size_desc_clamped"": [1, 0], ""comp_area_desc_tl"": [5, 1], ""comp_area_desc_clamped"": [5, 1], ""comp_r0_asc_tl"": [0, 4], ""comp_r0_asc_clamped"": [0, 4], ""comp_c0_asc_tl"": [1, 0], ""comp_c0_asc_clamped"": [1, 0], ""comp_color_asc_tl"": [1, 6], ""comp_color_asc_clamped"": [1, 6]}",9x9
51,"0,0",1,"{""nz_bbox_tl"": [0, 0], ""mode_color_bbox_tl"": [0, 0], ""mode_color_centered"": [2, 3], ""least_color_bbox_tl"": [0, 0], ""least_color_centered"": [2, 2], ""color8_bbox_tl"": [0, 0], ""color8_centered"": [2, 3], ""comp_size_desc_tl"": [0, 4], ""comp_size_desc_clamped"": [0, 4], ""comp_area_desc_tl"": [0, 4], ""comp_area_desc_clamped"": [0, 4], ""comp_r0_asc_tl"": [0, 0], ""comp_r0_asc_clamped"": [0, 0], ""comp_c0_asc_tl"": [0, 0], ""comp_c0_asc_clamped"": [0, 0], ""comp_color_asc_tl"": [0, 1], ""comp_color_asc_clamped"": [0, 1]}",9x9
52,"4,1",1,"{""nz_bbox_tl"": [0, 1], ""mode_color_bbox_tl"": [0, 1], ""mode_color_centered"": [3, 4], ""least_color_bbox_tl"": [0, 1], ""least_color_centered"": [1, 3], ""color8_bbox_tl"": [0, 1], ""color8_centered"": [1, 3], ""comp_size_desc_tl"": [4, 1], ""comp_size_desc_clamped"": [4, 1], ""comp_area_desc_tl"": [4, 1], ""comp_area_desc_clamped"": [4, 1], ""comp_r0_asc_tl"": [0, 2], ""comp_r0_asc_clamped"": [0, 2], ""comp_c0_asc_tl"": [4, 1], ""comp_c0_asc_clamped"": [4, 1], ""comp_color_asc_tl"": [0, 4], ""comp_color_asc_clamped"": [0, 4]}",9x9
53,"4,6",1,"{""nz_bbox_tl"": [0, 0], ""mode_color_bbox_tl"": [0, 1], ""mode_color_centered"": [2, 3], ""least_color_bbox_tl"": [1, 0], ""least_color_centered"": [3, 3], ""color8_bbox_tl"": [0, 1], ""color8_centered"": [2, 3], ""comp_size_desc_tl"": [0, 4], ""comp_size_desc_clamped"": [0, 4], ""comp_area_desc_tl"": [1, 0], ""comp_area_desc_clamped"": [1, 0], ""comp_r0_asc_tl"": [0, 4], ""comp_r0_asc_clamped"": [0, 4], ""comp_c0_asc_tl"": [1, 0], ""comp_c0_asc_clamped"": [1, 0], ""comp_color_asc_tl"": [1, 0], ""comp_color_asc_clamped"": [1, 0]}",9x9
54,"0,0",1,"{""nz_bbox_tl"": [0, 0], ""mode_color_bbox_tl"": [0, 0], ""mode_color_centered"": [2, 3], ""least_color_bbox_tl"": [0, 1], ""least_color_centered"": [4, 4], ""color8_bbox_tl"": [0, 1], ""color8_centered"": [4, 4], ""comp_size_desc_tl"": [0, 0], ""comp_size_desc_clamped"": [0, 0], ""comp_area_desc_tl"": [0, 0], ""comp_area_desc_clamped"": [0, 0], ""comp_r0_asc_tl"": [0, 0], ""comp_r0_asc_clamped"": [0, 0], ""comp_c0_asc_tl"": [0, 0], ""comp_c0_asc_clamped"": [0, 0], ""comp_color_asc_tl"": [0, 0], ""comp_color_asc_clamped"": [0, 0]}",9x9
55,"1,0",1,"{""nz_bbox_tl"": [0, 0], ""mode_color_bbox_tl"": [1, 0], ""mode_color_centered"": [3, 3], ""least_color_bbox_tl"": [1, 0], ""least_color_centered"": [3, 3], ""color8_bbox_tl"": [0, 0], ""color8_centered"": [3, 3], ""comp_size_desc_tl"": [1, 0], ""comp_size_desc_clamped"": [1, 0], ""comp_area_desc_tl"": [1, 0], ""comp_area_desc_clamped"": [1, 0], ""comp_r0_asc_tl"": [0, 4], ""comp_r0_asc_clamped"": [0, 4], ""comp_c0_asc_tl"": [1, 0], ""comp_c0_asc_clamped"": [1, 0], ""comp_color_asc_tl"": [1, 0], ""comp_color_asc_clamped"": [1, 0]}",9x9
56,"6,6",1,"{""nz_bbox_tl"": [0, 0], ""mode_color_bbox_tl"": [0, 0], ""mode_color_centered"": [3, 3], ""least_color_bbox_tl"": [0, 0], ""least_color_centered"": [3, 3], ""color8_bbox_tl"": [0, 0], ""color8_centered"": [3, 3], ""comp_size_desc_tl"": [2, 5], ""comp_size_desc_clamped"": [2, 5], ""comp_area_desc_tl"": [2, 5], ""comp_area_desc_clamped"": [2, 5], ""comp_r0_asc_tl"": [0, 0], ""comp_r0_asc_clamped"": [0, 0], ""comp_c0_asc_tl"": [0, 0], ""comp_c0_asc_clamped"": [0, 0], ""comp_color_asc_tl"": [0, 0], ""comp_color_asc_clamped"": [0, 0]}",9x9
57,"6,0",1,"{""nz_bbox_tl"": [1, 0], ""mode_color_bbox_tl"": [1, 0], ""mode_color_centered"": [3, 4], ""least_color_bbox_tl"": [1, 0], ""least_color_centered"": [5, 2], ""color8_bbox_tl"": [1, 0], ""color8_centered"": [3, 4], ""comp_size_desc_tl"": [2, 6], ""comp_size_desc_clamped"": [2, 6], ""comp_area_desc_tl"": [2, 6], ""comp_area_desc_clamped"": [2, 6], ""comp_r0_asc_tl"": [1, 2], ""comp_r0_asc_clamped"": [1, 2], ""comp_c0_asc_tl"": [6, 0], ""comp_c0_asc_clamped"": [6, 0], ""comp_color_asc_tl"": [1, 2], ""comp_color_asc_clamped"": [1, 2]}",9x9
58,"2,1",1,"{""nz_bbox_tl"": [0, 0], ""mode_color_bbox_tl"": [1, 0], ""mode_color_centered"": [3, 2], ""least_color_bbox_tl"": [1, 0], ""least_color_centered"": [3, 2], ""color8_bbox_tl"": [0, 0], ""color8_centered"": [4, 4], ""comp_size_desc_tl"": [6, 4], ""comp_size_desc_clamped"": [6, 4], ""comp_area_desc_tl"": [2, 1], ""comp_area_desc_clamped"": [2, 1], ""comp_r0_asc_tl"": [0, 6], ""comp_r0_asc_clamped"": [0, 6], ""comp_c0_asc_tl"": [6, 0], ""comp_c0_asc_clamped"": [6, 0], ""comp_color_asc_tl"": [1, 7], ""comp_color_asc_clamped"": [1, 6]}",9x9
59,"1,6",1,"{""nz_bbox_tl"": [0, 1], ""mode_color_bbox_tl"": [0, 1], ""mode_color_centered"": [3, 3], ""least_color_bbox_tl"": [0, 1], ""least_color_centered"": [2, 4], ""color8_bbox_tl"": [0, 1], ""color8_centered"": [3, 3], ""comp_size_desc_tl"": [4, 1], ""comp_size_desc_clamped"": [4, 1], ""comp_area_desc_tl"": [1, 6], ""comp_area_desc_clamped"": [1, 6], ""comp_r0_asc_tl"": [0, 1], ""comp_r0_asc_clamped"": [0, 1], ""comp_c0_asc_tl"": [0, 1], ""comp_c0_asc_clamped"": [0, 1], ""comp_color_asc_tl"": [0, 1], ""comp_color_asc_clamped"": [0, 1]}",9x9
60,"6,5",1,"{""nz_bbox_tl"": [1, 0], ""mode_color_bbox_tl"": [1, 0], ""mode_color_centered"": [3, 3], ""least_color_bbox_tl"": [2, 1], ""least_color_centered"": [5, 3], ""color8_bbox_tl"": [1, 0], ""color8_centered"": [3, 3], ""comp_size_desc_tl"": [1, 6], ""comp_size_desc_clamped"": [1, 6], ""comp_area_desc_tl"": [6, 5], ""comp_area_desc_clamped"": [6, 5], ""comp_r0_asc_tl"": [1, 2], ""comp_r0_asc_clamped"": [1, 2], ""comp_c0_asc_tl"": [6, 0], ""comp_c0_asc_clamped"": [6, 0], ""comp_color_asc_tl"": [2, 2], ""comp_color_asc_clamped"": [2, 2]}",9x9
61,"1,5",1,"{""nz_bbox_tl"": [1, 0], ""mode_color_bbox_tl"": [1, 0], ""mode_color_centered"": [3, 4], ""least_color_bbox_tl"": [1, 0], ""least_color_centered"": [4, 2], ""color8_bbox_tl"": [1, 0], ""color8_centered"": [4, 2], ""comp_size_desc_tl"": [1, 5], ""comp_size_desc_clamped"": [1, 5], ""comp_area_desc_tl"": [1, 5], ""comp_area_desc_clamped"": [1, 5], ""comp_r0_asc_tl"": [1, 5], ""comp_r0_asc_clamped"": [1, 5], ""comp_c0_asc_tl"": [2, 0], ""comp_c0_asc_clamped"": [2, 0], ""comp_color_asc_tl"": [1, 5], ""comp_color_asc_clamped"": [1, 5]}",9x9
62,"1,6",1,"{""nz_bbox_tl"": [1, 1], ""mode_color_bbox_tl"": [1, 1], ""mode_color_centered"": [3, 3], ""least_color_bbox_tl"": [1, 3], ""least_color_centered"": [2, 6], ""color8_bbox_tl"": [1, 1], ""color8_centered"": [3, 3], ""comp_size_desc_tl"": [1, 2], ""comp_size_desc_clamped"": [1, 2], ""comp_area_desc_tl"": [1, 6], ""comp_area_desc_clamped"": [1, 6], ""comp_r0_asc_tl"": [1, 2], ""comp_r0_asc_clamped"": [1, 2], ""comp_c0_asc_tl"": [5, 1], ""comp_c0_asc_clamped"": [5, 1], ""comp_color_asc_tl"": [1, 6], ""comp_color_asc_clamped"": [1, 6]}",9x9
63,"1,1",1,"{""nz_bbox_tl"": [0, 0], ""mode_color_bbox_tl"": [0, 0], ""mode_color_centered"": [4, 3], ""least_color_bbox_tl"": [0, 1], ""least_color_centered"": [1, 1], ""color8_bbox_tl"": [0, 0], ""color8_centered"": [4, 3], ""comp_size_desc_tl"": [5, 5], ""comp_size_desc_clamped"": [5, 5], ""comp_area_desc_tl"": [1, 1], ""comp_area_desc_clamped"": [1, 1], ""comp_r0_asc_tl"": [0, 5], ""comp_r0_asc_clamped"": [0, 5], ""comp_c0_asc_tl"": [6, 0], ""comp_c0_asc_clamped"": [6, 0], ""comp_color_asc_tl"": [0, 5], ""comp_color_asc_clamped"": [0, 5]}",9x9
64,"5,4",1,"{""nz_bbox_tl"": [0, 0], ""mode_color_bbox_tl"": [1, 0], ""mode_color_centered"": [3, 3], ""least_color_bbox_tl"": [0, 0], ""least_color_centered"": [2, 1], ""color8_bbox_tl"": [0, 0], ""color8_centered"": [2, 1], ""comp_size_desc_tl"": [5, 4], ""comp_size_desc_clamped"": [5, 4], ""comp_area_desc_tl"": [1, 6], ""comp_area_desc_clamped"": [1, 6], ""comp_r0_asc_tl"": [0, 0], ""comp_r0_asc_clamped"": [0, 0], ""comp_c0_asc_tl"": [0, 0], ""comp_c0_asc_clamped"": [0, 0], ""comp_color_asc_tl"": [1, 2], ""comp_color_asc_clamped"": [1, 2]}",9x9
65,"5,4",1,"{""nz_bbox_tl"": [0, 0], ""mode_color_bbox_tl"": [0, 0], ""mode_color_centered"": [2, 2], ""least_color_bbox_tl"": [0, 0], ""least_color_centered"": [3, 4], ""color8_bbox_tl"": [0, 0], ""color8_centered"": [2, 2], ""comp_size_desc_tl"": [5, 4], ""comp_size_desc_clamped"": [5, 4], ""comp_area_desc_tl"": [5, 4], ""comp_area_desc_clamped"": [5, 4], ""comp_r0_asc_tl"": [0, 1], ""comp_r0_asc_clamped"": [0, 1], ""comp_c0_asc_tl"": [5, 0], ""comp_c0_asc_clamped"": [5, 0], ""comp_color_asc_tl"": [0, 1], ""comp_color_asc_clamped"": [0, 1]}",9x9
66,"5,5",1,"{""nz_bbox_tl"": [0, 0], ""mode_color_bbox_tl"": [0, 0], ""mode_color_centered"": [3, 3], ""least_color_bbox_tl"": [1, 1], ""least_color_centered"": [2, 3], ""color8_bbox_tl"": [1, 1], ""color8_centered"": [2, 3], ""comp_size_desc_tl"": [5, 5], ""comp_size_desc_clamped"": [5, 5], ""comp_area_desc_tl"": [5, 0], ""comp_area_desc_clamped"": [5, 0], ""comp_r0_asc_tl"": [0, 5], ""comp_r0_asc_clamped"": [0, 5], ""comp_c0_asc_tl"": [5, 0], ""comp_c0_asc_clamped"": [5, 0], ""comp_color_asc_tl"": [0, 5], ""comp_color_asc_clamped"": [0, 5]}",9x9
67,"0,1",1,"{""nz_bbox_tl"": [0, 1], ""mode_color_bbox_tl"": [0, 1], ""mode_color_centered"": [4, 4], ""least_color_bbox_tl"": [0, 1], ""least_color_centered"": [1, 3], ""color8_bbox_tl"": [0, 1], ""color8_centered"": [4, 4], ""comp_size_desc_tl"": [6, 6], ""comp_size_desc_clamped"": [6, 6], ""comp_area_desc_tl"": [6, 1], ""comp_area_desc_clamped"": [6, 1], ""comp_r0_asc_tl"": [0, 1], ""comp_r0_asc_clamped"": [0, 1], ""comp_c0_asc_tl"": [0, 1], ""comp_c0_asc_clamped"": [0, 1], ""comp_color_asc_tl"": [0, 1], ""comp_color_asc_clamped"": [0, 1]}",9x9
68,"6,6",1,"{""nz_bbox_tl"": [0, 1], ""mode_color_bbox_tl"": [0, 1], ""mode_color_centered"": [4, 4], ""least_color_bbox_tl"": [0, 1], ""least_color_centered"": [2, 3], ""color8_bbox_tl"": [0, 1], ""color8_centered"": [2, 3], ""comp_size_desc_tl"": [6, 6], ""comp_size_desc_clamped"": [6, 6], ""comp_area_desc_tl"": [2, 5], ""comp_area_desc_clamped"": [2, 5], ""comp_r0_asc_tl"": [0, 1], ""comp_r0_asc_clamped"": [0, 1], ""comp_c0_asc_tl"": [0, 1], ""comp_c0_asc_clamped"": [0, 1], ""comp_color_asc_tl"": [0, 2], ""comp_color_asc_clamped"": [0, 2]}",9x9
69,"0,1",1,"{""nz_bbox_tl"": [0, 0], ""mode_color_bbox_tl"": [0, 0], ""mode_color_centered"": [3, 2], ""least_color_bbox_tl"": [0, 0], ""least_color_centered"": [3, 2], ""color8_bbox_tl"": [0, 0], ""color8_centered"": [3, 4], ""comp_size_desc_tl"": [1, 6], ""comp_size_desc_clamped"": [1, 6], ""comp_area_desc_tl"": [0, 1], ""comp_area_desc_clamped"": [0, 1], ""comp_r0_asc_tl"": [0, 1], ""comp_r0_asc_clamped"": [0, 1], ""comp_c0_asc_tl"": [6, 0], ""comp_c0_asc_clamped"": [6, 0], ""comp_color_asc_tl"": [0, 1], ""comp_color_asc_clamped"": [0, 1]}",9x9
70,"0,4",1,"{""nz_bbox_tl"": [0, 0], ""mode_color_bbox_tl"": [0, 0], ""mode_color_centered"": [2, 3], ""least_color_bbox_tl"": [0, 0], ""least_color_centered"": [2, 2], ""color8_bbox_tl"": [0, 0], ""color8_centered"": [2, 2], ""comp_size_desc_tl"": [0, 4], ""comp_size_desc_clamped"": [0, 4], ""comp_area_desc_tl"": [0, 4], ""comp_area_desc_clamped"": [0, 4], ""comp_r0_asc_tl"": [0, 0], ""comp_r0_asc_clamped"": [0, 0], ""comp_c0_asc_tl"": [0, 0], ""comp_c0_asc_clamped"": [0, 0], ""comp_color_asc_tl"": [0, 0], ""comp_color_asc_clamped"": [0, 0]}",9x9
71,"6,2",1,"{""nz_bbox_tl"": [0, 1], ""mode_color_bbox_tl"": [0, 1], ""mode_color_centered"": [3, 4], ""least_color_bbox_tl"": [0, 2], ""least_color_centered"": [3, 3], ""color8_bbox_tl"": [0, 1], ""color8_centered"": [3, 4], ""comp_size_desc_tl"": [6, 6], ""comp_size_desc_clamped"": [6, 6], ""comp_area_desc_tl"": [6, 2], ""comp_area_desc_clamped"": [6, 2], ""comp_r0_asc_tl"": [0, 5], ""comp_r0_asc_clamped"": [0, 5], ""comp_c0_asc_tl"": [1, 1], ""comp_c0_asc_clamped"": [1, 1], ""comp_color_asc_tl"": [0, 6], ""comp_color_asc_clamped"": [0, 6]}",9x9
72,"6,0",1,"{""nz_bbox_tl"": [1, 0], ""mode_color_bbox_tl"": [1, 0], ""mode_color_centered"": [2, 3], ""least_color_bbox_tl"": [2, 0], ""least_color_centered"": [5, 2], ""color8_bbox_tl"": [1, 0], ""color8_centered"": [2, 3], ""comp_size_desc_tl"": [6, 0], ""comp_size_desc_clamped"": [6, 0], ""comp_area_desc_tl"": [6, 0], ""comp_area_desc_clamped"": [6, 0], ""comp_r0_asc_tl"": [1, 0], ""comp_r0_asc_clamped"": [1, 0], ""comp_c0_asc_tl"": [1, 0], ""comp_c0_asc_clamped"": [1, 0], ""comp_color_asc_tl"": [2, 5], ""comp_color_asc_clamped"": [2, 5]}",9x9
73,"6,4",1,"{""nz_bbox_tl"": [1, 0], ""mode_color_bbox_tl"": [1, 0], ""mode_color_centered"": [3, 3], ""least_color_bbox_tl"": [4, 0], ""least_color_centered"": [5, 2], ""color8_bbox_tl"": [1, 0], ""color8_centered"": [3, 3], ""comp_size_desc_tl"": [1, 1], ""comp_size_desc_clamped"": [1, 1], ""comp_area_desc_tl"": [6, 4], ""comp_area_desc_clamped"": [6, 4], ""comp_r0_asc_tl"": [1, 1], ""comp_r0_asc_clamped"": [1, 1], ""comp_c0_asc_tl"": [5, 0], ""comp_c0_asc_clamped"": [5, 0], ""comp_color_asc_tl"": [4, 5], ""comp_color_asc_clamped"": [4, 5]}",9x9
74,"0,4",1,"{""nz_bbox_tl"": [0, 0], ""mode_color_bbox_tl"": [0, 0], ""mode_color_centered"": [4, 2], ""least_color_bbox_tl"": [0, 0], ""least_color_centered"": [1, 2], ""color8_bbox_tl"": [0, 0], ""color8_centered"": [4, 2], ""comp_size_desc_tl"": [6, 5], ""comp_size_desc_clamped"": [6, 5], ""comp_area_desc_tl"": [0, 4], ""comp_area_desc_clamped"": [0, 4], ""comp_r0_asc_tl"": [0, 0], ""comp_r0_asc_clamped"": [0, 0], ""comp_c0_asc_tl"": [0, 0], ""comp_c0_asc_clamped"": [0, 0], ""comp_color_asc_tl"": [0, 2], ""comp_color_asc_clamped"": [0, 2]}",9x9
75,"2,0",1,"{""nz_bbox_tl"": [0, 0], ""mode_color_bbox_tl"": [0, 1], ""mode_color_centered"": [3, 3], ""least_color_bbox_tl"": [0, 0], ""least_color_centered"": [3, 1], ""color8_bbox_tl"": [0, 1], ""color8_centered"": [3, 3], ""comp_size_desc_tl"": [2, 0], ""comp_size_desc_clamped"": [2, 0], ""comp_area_desc_tl"": [2, 0], ""comp_area_desc_clamped"": [2, 0], ""comp_r0_asc_tl"": [0, 4], ""comp_r0_asc_clamped"": [0, 4], ""comp_c0_asc_tl"": [2, 0], ""comp_c0_asc_clamped"": [2, 0], ""comp_color_asc_tl"": [0, 5], ""comp_color_asc_clamped"": [0, 5]}",9x9
76,"6,0",1,"{""nz_bbox_tl"": [0, 0], ""mode_color_bbox_tl"": [0, 0], ""mode_color_centered"": [3, 4], ""least_color_bbox_tl"": [1, 0], ""least_color_centered"": [4, 1], ""color8_bbox_tl"": [0, 0], ""color8_centered"": [3, 4], ""comp_size_desc_tl"": [0, 6], ""comp_size_desc_clamped"": [0, 6], ""comp_area_desc_tl"": [0, 6], ""comp_area_desc_clamped"": [0, 6], ""comp_r0_asc_tl"": [0, 6], ""comp_r0_asc_clamped"": [0, 6], ""comp_c0_asc_tl"": [1, 0], ""comp_c0_asc_clamped"": [1, 0], ""comp_color_asc_tl"": [1, 1], ""comp_color_asc_clamped"": [1, 1]}",9x9
77,"5,6",1,"{""nz_bbox_tl"": [0, 1], ""mode_color_bbox_tl"": [0, 1], ""mode_color_centered"": [2, 3], ""least_color_bbox_tl"": [2, 1], ""least_color_centered"": [5, 4], ""color8_bbox_tl"": [0, 1], ""color8_centered"": [2, 3], ""comp_size_desc_tl"": [0, 6], ""comp_size_desc_clamped"": [0, 6], ""comp_area_desc_tl"": [0, 6], ""comp_area_desc_clamped"": [0, 6], ""comp_r0_asc_tl"": [0, 6], ""comp_r0_asc_clamped"": [0, 6], ""comp_c0_asc_tl"": [1, 1], ""comp_c0_asc_clamped"": [1, 1], ""comp_color_asc_tl"": [2, 1], ""comp_color_asc_clamped"": [2, 1]}",9x9
